gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Delta_freq,is_sleeping_dog,freq_ratio,risk_score,faixa_risco
0,1,1,1,1,12,1,33,48.59,4.5,6.6,1.62,0.18,0,1.4400000000000002,1,0.11042944785276072,0.0005646772922009434,1. Baixo
0,1,1,0,1,1,1,29,311.59,0.6,3.4,2.0,1.29,1,0.71,0,0.6417910447761195,0.8892325603795751,4. Critico
1,1,0,0,0,12,1,31,112.1,2.9,9.8,2.49,2.33,0,0.16000000000000014,0,0.932,0.0017537622448869493,1. Baixo
0,1,0,1,1,1,1,29,109.06,0.9,2.3,0.08,0.22,0,-0.14,0,2.4444444444444446,0.11357334328772578,1. Baixo
0,0,0,1,1,1,0,32,83.95,1.0,9.1,0.64,0.17,1,0.47,1,0.26153846153846155,0.671983064238939,3. Alto
0,1,1,0,1,6,1,27,188.52,2.0,3.1,1.69,1.69,0,0.0,0,0.9941176470588236,0.05090320716306222,1. Baixo
0,1,0,0,1,1,0,26,70.64,0.3,5.0,1.15,0.0,1,1.15,0,0.0,0.9897678711752722,4. Critico
1,0,1,1,1,6,0,27,135.91,1.3,6.4,1.84,0.27,0,1.57,1,0.14594594594594595,0.029436846777249073,1. Baixo
0,1,1,0,1,1,0,30,175.82,0.9,4.0,2.03,1.68,1,0.34999999999999987,0,0.8235294117647061,0.5600128714781696,3. Alto
1,0,0,0,1,6,0,28,28.39,1.0,4.4,1.33,1.9,0,-0.5699999999999998,0,1.417910447761194,0.004660274729432531,1. Baixo
1,1,0,0,0,1,0,32,92.03,0.8,2.7,1.23,0.0,1,1.23,0,0.0,0.9904225466676053,4. Critico
0,1,0,1,1,1,0,34,385.42,0.8,0.1,0.7,0.0,1,0.7,0,0.0,0.9516320814641006,4. Critico
0,1,0,0,1,1,0,26,87.31,0.3,2.0,1.88,1.42,0,0.45999999999999996,0,0.7513227513227513,0.6765915602861297,3. Alto
0,1,1,0,0,1,0,27,75.88,0.8,1.1,2.65,2.45,0,0.19999999999999973,0,0.9210526315789476,0.24390967514011253,2. Medio
1,0,1,1,1,6,0,24,98.95,2.7,4.2,0.74,0.71,0,0.030000000000000027,0,0.9466666666666667,0.024838885300288757,1. Baixo
1,1,0,0,1,1,1,36,434.82,0.3,0.1,2.56,1.27,1,1.29,0,0.49416342412451364,0.9474055355352808,4. Critico
1,0,1,1,1,1,0,30,314.45,0.9,0.2,2.06,1.75,0,0.31000000000000005,0,0.8454106280193238,0.14817455769367688,1. Baixo
1,1,0,0,1,1,1,31,125.54,0.5,2.5,2.44,3.13,0,-0.69,0,1.2775510204081633,0.008843818275149415,1. Baixo
0,0,1,1,1,1,1,25,234.17,0.1,2.4,3.32,3.67,0,-0.3500000000000001,0,1.1021021021021022,0.02204828683631765,1. Baixo
0,0,1,0,1,12,1,29,124.41,7.6,7.0,1.33,0.1,0,1.23,1,0.07462686567164178,0.0023691473813309684,1. Baixo
1,1,0,0,1,1,0,31,136.48,0.7,0.7,3.0,2.51,1,0.4900000000000002,0,0.8338870431893688,0.7809622825965608,4. Critico
1,0,1,0,1,12,0,28,165.19,7.6,9.1,3.65,0.11,0,3.54,1,0.03005464480874317,0.0,1. Baixo
1,1,1,1,1,1,0,33,203.45,0.4,0.8,0.49,0.22,0,0.27,0,0.44,0.2664464104986449,2. Medio
0,1,0,0,0,6,0,37,98.61,4.1,8.2,2.04,0.48,1,1.56,1,0.23414634146341465,0.7097904275893224,4. Critico
0,1,1,0,1,1,1,26,73.4,0.3,1.7,1.69,2.04,0,-0.3500000000000001,0,1.2,0.02658775303708616,1. Baixo
1,1,0,0,1,1,0,26,171.8,0.5,1.1,3.48,3.5,0,-0.020000000000000018,0,1.002865329512894,0.026453971193956902,1. Baixo
1,1,0,0,1,12,1,26,58.55,2.6,7.6,6.5,0.28,0,6.22,1,0.043010752688172046,0.005,1. Baixo
1,1,1,0,1,12,0,35,122.37,7.4,6.2,2.76,0.35,0,2.4099999999999997,1,0.12635379061371843,0.0003123376102443499,1. Baixo
1,1,0,0,1,12,1,33,116.14,9.7,7.0,5.41,5.4,0,0.009999999999999787,0,0.996309963099631,0.04430413912711142,1. Baixo
0,1,0,0,1,1,0,29,35.64,0.1,11.3,1.19,1.23,0,-0.040000000000000036,0,1.0250000000000001,0.0815459989633794,1. Baixo
0,1,0,1,1,1,1,29,74.02,0.0,5.1,2.61,2.32,0,0.29000000000000004,0,0.8854961832061069,0.34395484744599075,2. Medio
1,1,0,0,1,6,1,27,124.63,4.6,2.1,1.52,1.04,0,0.48,0,0.6797385620915033,0.2676598735837015,2. Medio
0,1,0,0,1,1,0,32,10.78,0.3,0.2,2.16,1.76,0,0.40000000000000013,0,0.8110599078341014,0.7354154705557988,4. Critico
1,0,0,0,1,6,0,28,218.57,1.9,5.3,2.78,2.4,0,0.3799999999999999,0,0.860215053763441,0.03720779642420359,1. Baixo
1,0,1,0,1,6,1,28,69.05,3.4,10.2,3.07,0.01,0,3.06,1,0.0032467532467532474,0.00568609022556391,1. Baixo
0,0,0,1,1,6,0,31,185.09,2.9,3.5,1.55,1.86,0,-0.31000000000000005,0,1.1923076923076923,0.0037259276701042334,1. Baixo
1,1,1,0,1,12,0,29,89.51,1.5,4.9,1.72,1.99,0,-0.27,0,1.1502890173410405,0.002356327634708351,1. Baixo
1,1,1,0,1,6,1,28,345.75,4.6,5.7,2.93,2.32,0,0.6100000000000003,0,0.7891156462585034,0.14618494957222228,1. Baixo
0,0,0,1,1,1,1,29,129.43,0.2,0.4,1.96,2.3,0,-0.33999999999999986,0,1.16751269035533,0.00473469307611033,1. Baixo
0,1,1,0,1,1,0,32,22.42,0.8,0.5,0.96,0.0,1,0.96,0,0.0,0.9881179089025607,4. Critico
1,1,1,1,1,6,0,35,203.95,4.6,2.4,1.45,1.73,0,-0.28,0,1.1849315068493151,0.0016083501071764055,1. Baixo
0,1,1,0,0,1,0,31,89.95,0.2,1.4,3.14,3.35,0,-0.20999999999999996,0,1.0634920634920635,0.0051746586740506716,1. Baixo
1,1,1,1,0,1,1,32,292.39,0.8,0.2,0.75,0.32,1,0.43,0,0.42105263157894735,0.6179906353119385,3. Alto
0,1,0,1,1,1,0,29,484.3,0.7,3.0,1.56,1.64,0,-0.07999999999999985,0,1.0445859872611465,0.08806654476299665,1. Baixo
1,1,0,1,1,6,0,27,71.51,5.9,2.3,0.55,1.14,0,-0.5899999999999999,0,2.035714285714285,0.0005435186458046362,1. Baixo
0,1,1,0,1,12,0,31,83.37,8.5,7.7,3.62,0.18,0,3.44,1,0.049586776859504134,0.00047096774193548406,1. Baixo
1,1,0,1,1,6,1,30,251.44,2.3,6.8,6.5,0.04,0,6.46,1,0.006144393241167435,0.0006860902255639102,1. Baixo
0,1,1,1,1,1,0,25,107.99,0.6,3.3,4.2,3.05,1,1.1500000000000004,0,0.7244655581947743,0.8886065939643194,4. Critico
0,1,1,0,1,1,1,28,267.58,0.7,3.8,1.38,1.2,0,0.17999999999999994,0,0.8633093525179857,0.18734845102509864,1. Baixo
1,1,0,0,1,1,0,29,55.98,0.7,0.2,1.08,0.49,0,0.5900000000000001,0,0.4495412844036697,0.7549019724469964,4. Critico
0,1,0,0,0,1,1,28,57.72,0.5,1.2,3.21,2.87,0,0.33999999999999986,0,0.891304347826087,0.4435572910439264,3. Alto
1,1,1,1,1,6,0,34,52.57,5.0,4.7,3.25,3.35,0,-0.10000000000000009,0,1.0276073619631902,0.008040901430670062,1. Baixo
0,1,0,1,1,6,1,31,46.54,1.7,2.2,4.27,4.6,0,-0.33000000000000007,0,1.074766355140187,0.007050232659904419,1. Baixo
1,1,1,0,0,1,1,34,72.27,1.0,0.1,1.62,0.84,0,0.7800000000000001,0,0.5153374233128833,0.5980179537740311,3. Alto
1,1,1,0,1,1,0,30,136.12,0.3,0.2,0.67,0.49,0,0.18000000000000005,0,0.7205882352941175,0.22548447687960416,2. Medio
0,0,0,0,1,1,0,29,505.78,0.0,3.0,1.65,0.09,1,1.5599999999999998,0,0.05421686746987952,0.946664438723314,4. Critico
1,1,0,0,1,12,1,26,51.58,2.4,7.2,1.78,1.73,0,0.050000000000000044,0,0.9664804469273742,0.006306192175497612,1. Baixo
0,1,1,1,1,6,0,29,132.96,5.6,7.7,6.28,0.05,0,6.23,1,0.007949125596184421,0.0,1. Baixo
0,0,1,0,1,1,1,29,167.84,0.8,4.5,2.81,3.13,0,-0.31999999999999984,0,1.1099290780141844,0.008267752016972137,1. Baixo
1,1,0,1,1,12,1,25,110.62,5.3,4.6,0.64,0.99,0,-0.35,0,1.523076923076923,0.00627289051109165,1. Baixo
1,1,0,0,1,1,0,27,143.68,0.9,2.8,2.57,2.67,0,-0.10000000000000009,0,1.0348837209302326,0.03013630504629508,1. Baixo
0,1,0,0,1,1,0,28,95.08,0.2,1.3,3.34,3.24,0,0.09999999999999964,0,0.9671641791044778,0.1031669924848789,1. Baixo
0,1,0,1,0,12,0,31,79.78,2.8,7.0,3.31,0.07,0,3.24,1,0.021084337349397592,0.0007086748957543595,1. Baixo
1,1,0,0,1,1,1,31,102.42,0.1,1.6,2.9,1.78,1,1.1199999999999999,0,0.6116838487972509,0.9702992807158921,4. Critico
1,1,0,1,0,1,0,27,237.32,0.4,0.9,1.94,0.86,1,1.08,0,0.441025641025641,0.9223358521634257,4. Critico
0,1,1,1,1,6,1,31,20.09,3.1,3.0,1.43,1.1,0,0.32999999999999985,0,0.763888888888889,0.08041155798216765,1. Baixo
0,1,0,1,1,1,0,29,192.83,0.1,3.3,0.93,1.13,0,-0.19999999999999984,0,1.2021276595744679,0.05684309957076536,1. Baixo
0,1,1,1,1,6,1,20,119.86,0.7,8.1,4.75,0.19,0,4.56,1,0.039915966386554626,0.018901949256400916,1. Baixo
1,1,1,0,1,1,0,28,51.81,0.4,1.1,2.36,2.36,0,0.0,0,0.9957805907172996,0.09152428737581947,1. Baixo
0,0,1,0,0,1,0,33,39.71,0.2,2.4,1.1,1.35,0,-0.25,0,1.2162162162162162,0.03505469308545768,1. Baixo
0,1,1,1,0,1,0,24,101.02,0.6,0.1,1.79,0.33,1,1.46,0,0.18333333333333335,0.9685507720461414,4. Critico
1,1,0,0,1,1,0,30,181.77,0.5,3.8,0.94,0.88,0,0.05999999999999994,0,0.9263157894736842,0.15519721770928258,1. Baixo
1,1,1,1,1,1,0,34,170.04,0.2,0.4,1.78,1.93,0,-0.1499999999999999,0,1.0782122905027933,0.036936729267473656,1. Baixo
1,1,0,0,1,1,1,27,158.33,0.0,1.2,3.66,3.35,0,0.31000000000000005,0,0.9128065395095368,0.41333625383012484,3. Alto
0,1,0,1,1,12,0,29,47.18,7.7,6.7,2.88,3.17,0,-0.29000000000000004,0,1.096885813148789,0.0,1. Baixo
1,1,1,0,1,1,0,25,210.78,0.8,3.3,3.57,3.47,0,0.09999999999999964,0,0.96927374301676,0.14912972399902383,1. Baixo
0,1,0,1,1,1,1,35,147.38,0.5,3.1,3.41,3.34,0,0.07000000000000028,0,0.9766081871345029,0.046975223479630464,1. Baixo
0,1,0,0,1,1,1,29,68.44,0.6,4.0,2.52,2.56,0,-0.040000000000000036,0,1.0118577075098816,0.06553677518700057,1. Baixo
1,1,1,0,1,1,0,29,221.89,1.0,2.4,1.5,0.3,1,1.2,0,0.1986754966887417,0.9832380115214606,4. Critico
0,1,0,1,0,1,0,34,62.51,0.8,1.8,1.27,0.65,1,0.62,0,0.5078125,0.7284489401253075,4. Critico
0,1,0,0,1,6,0,31,157.94,2.0,6.6,4.55,0.06,0,4.49,1,0.013157894736842106,0.0,1. Baixo
1,1,0,0,1,1,0,26,82.53,0.9,6.4,2.71,3.12,0,-0.41000000000000014,0,1.147058823529412,0.011525868978685492,1. Baixo
0,1,0,0,1,12,0,27,107.94,6.6,9.6,2.59,0.36,0,2.23,1,0.13846153846153847,0.0,1. Baixo
1,0,1,0,1,12,0,31,168.22,6.3,5.4,2.7,2.52,0,0.18000000000000016,0,0.929889298892989,0.0021544752826359297,1. Baixo
1,1,1,0,1,1,1,27,135.69,0.7,0.2,1.36,1.26,1,0.10000000000000009,0,0.9197080291970803,0.5073544820640525,3. Alto
0,1,0,0,1,1,1,22,122.42,0.4,1.8,2.2,0.94,1,1.2600000000000002,0,0.4253393665158371,0.9878152179144675,4. Critico
0,1,1,0,1,1,0,29,71.81,0.9,3.1,1.32,0.0,1,1.32,0,0.0,0.9943917139628673,4. Critico
1,1,1,0,0,6,0,24,78.77,1.0,5.9,1.48,1.31,0,0.16999999999999993,0,0.8791946308724833,0.07122714118363693,1. Baixo
0,1,1,1,1,1,1,35,81.88,0.4,0.3,2.65,3.18,0,-0.5300000000000002,0,1.1954887218045114,0.009990602864760188,1. Baixo
0,1,1,1,1,12,0,30,234.04,0.8,4.5,2.66,1.96,1,0.7000000000000002,0,0.7340823970037453,0.6659993226207939,3. Alto
0,1,1,0,1,6,1,26,379.77,4.2,2.8,2.71,2.34,0,0.3700000000000001,0,0.8602941176470589,0.05860057983735081,1. Baixo
1,1,1,0,1,12,1,27,72.54,3.2,5.7,3.27,2.17,1,1.1,0,0.6615853658536586,0.2585108573525656,2. Medio
1,1,1,0,1,1,1,23,303.34,0.4,1.0,1.37,0.98,1,0.3900000000000001,0,0.7101449275362318,0.678708180659601,3. Alto
1,1,0,1,1,12,1,26,66.02,10.6,5.1,1.99,2.56,0,-0.5700000000000001,0,1.28,0.0,1. Baixo
0,1,0,1,1,1,0,33,158.32,0.2,0.0,2.57,2.22,1,0.34999999999999964,0,0.86046511627907,0.45659022059585175,3. Alto
0,0,0,0,1,1,1,37,64.04,0.0,3.0,0.93,0.0,1,0.93,0,0.0,0.9972055053622266,4. Critico
0,1,1,0,1,1,1,32,247.98,0.6,6.0,0.4,0.0,1,0.4,0,0.0,0.8926410936067977,4. Critico
1,1,0,1,1,12,0,29,210.86,5.3,4.7,0.73,0.7,0,0.030000000000000027,0,0.9459459459459459,0.007340852154861504,1. Baixo
0,1,1,0,0,6,1,28,239.52,0.3,3.3,1.45,1.53,0,-0.08000000000000007,0,1.047945205479452,0.036669795163905006,1. Baixo
0,1,0,0,1,12,0,26,94.99,3.6,10.2,1.69,1.13,0,0.56,0,0.6647058823529411,0.057077536032787764,1. Baixo
0,1,1,0,1,1,0,36,73.89,0.2,3.5,2.44,2.33,0,0.10999999999999988,0,0.9510204081632654,0.09310893687982602,1. Baixo
0,1,0,1,0,12,0,29,233.75,3.1,5.0,3.68,3.47,0,0.20999999999999996,0,0.9403794037940381,0.0007714403711843276,1. Baixo
0,1,0,0,1,1,1,36,118.79,0.8,2.8,1.45,1.85,0,-0.40000000000000013,0,1.267123287671233,0.02483001095158861,1. Baixo
1,1,0,0,1,1,0,34,119.71,0.3,1.0,1.08,1.18,0,-0.09999999999999987,0,1.0825688073394495,0.1636181132574728,1. Baixo
0,1,1,1,1,12,0,23,94.0,5.9,5.3,0.93,0.84,0,0.09000000000000008,0,0.8936170212765957,0.006236107417132306,1. Baixo
0,1,0,0,1,1,1,27,113.31,0.3,2.3,0.99,1.44,0,-0.44999999999999996,0,1.44,0.022800240824266026,1. Baixo
0,0,0,0,1,1,0,27,234.52,1.0,1.4,0.98,0.38,0,0.6,0,0.38383838383838387,0.7075826944337742,4. Critico
1,0,1,0,1,6,0,29,87.99,4.6,2.6,1.86,1.48,0,0.3800000000000001,0,0.7914438502673796,0.11534291667981886,1. Baixo
0,1,1,1,1,1,0,29,86.67,0.4,0.9,0.98,0.24,1,0.74,0,0.24242424242424243,0.8706034708933559,4. Critico
1,1,1,0,0,1,0,39,75.16,0.7,2.4,1.34,1.6,0,-0.26,0,1.1851851851851851,0.05900821045737221,1. Baixo
1,1,1,0,1,1,1,26,112.43,0.3,11.7,1.54,0.91,0,0.63,0,0.5870967741935484,0.4288563326653774,3. Alto
1,0,0,1,1,1,0,30,245.66,0.1,0.4,1.72,1.81,0,-0.09000000000000008,0,1.046242774566474,0.04808648873767152,1. Baixo
1,1,1,1,0,12,1,31,74.38,5.2,9.0,2.79,2.28,0,0.5100000000000002,0,0.8142857142857143,0.03246813097348633,1. Baixo
1,1,0,0,1,6,1,29,83.25,3.4,5.4,2.5,2.33,0,0.16999999999999993,0,0.9282868525896415,0.015819406311782934,1. Baixo
1,1,1,0,1,1,1,30,304.05,0.3,0.8,0.84,0.0,1,0.84,0,0.0,0.9854584898240959,4. Critico
0,1,1,0,1,1,0,26,82.02,0.4,3.3,1.43,0.89,1,0.5399999999999999,0,0.6180555555555556,0.8599602054663841,4. Critico
1,1,0,0,1,1,0,30,129.38,0.7,0.4,2.8,2.77,0,0.029999999999999805,0,0.9857651245551603,0.07172661595438079,1. Baixo
0,1,0,0,1,6,1,31,338.48,5.4,10.0,3.55,0.17,0,3.38,1,0.04775280898876405,0.0,1. Baixo
0,1,1,1,1,12,0,30,114.27,10.7,10.0,0.86,1.32,0,-0.4600000000000001,0,1.517241379310345,0.0,1. Baixo
0,1,1,1,1,12,0,31,399.29,6.9,5.3,0.79,0.99,0,-0.19999999999999996,0,1.2374999999999998,0.006042623014948372,1. Baixo
1,1,1,1,1,1,0,34,71.47,0.6,0.2,4.34,4.02,0,0.3200000000000003,0,0.9241379310344827,0.22025753336274975,2. Medio
1,0,1,0,1,1,0,32,386.83,0.5,0.6,0.64,0.69,0,-0.04999999999999993,0,1.0615384615384613,0.16007261809181628,1. Baixo
0,1,1,0,1,1,0,29,111.36,0.4,4.9,1.22,0.0,1,1.22,0,0.0,0.9837959157071964,4. Critico
0,0,0,1,1,6,1,25,25.53,4.4,3.4,1.67,1.45,0,0.21999999999999997,0,0.8630952380952381,0.08553280168088527,1. Baixo
0,1,1,0,1,1,1,27,32.93,0.1,0.6,0.89,0.0,1,0.89,0,0.0,0.9897043993347455,4. Critico
1,1,0,0,1,6,1,28,95.68,5.4,4.5,1.23,1.9,0,-0.6699999999999999,0,1.532258064516129,0.0017791490948383519,1. Baixo
0,1,1,0,1,6,1,30,148.51,1.7,4.1,1.24,0.89,0,0.35,0,0.712,0.1065303378078696,1. Baixo
0,0,1,0,1,1,1,28,118.16,0.2,2.6,1.85,0.76,1,1.09,0,0.4086021505376344,0.9753769665759897,4. Critico
0,1,0,0,1,1,1,26,265.62,0.3,8.8,0.71,0.0,1,0.71,1,0.0,0.8727916719482797,4. Critico
0,1,1,0,1,1,1,25,168.75,0.8,6.7,3.1,3.3,0,-0.19999999999999973,0,1.0610932475884245,0.013698598402909396,1. Baixo
0,1,1,1,1,1,1,24,107.38,0.3,4.1,0.8,0.54,1,0.26,0,0.6666666666666666,0.5664356498763239,3. Alto
0,1,0,0,1,1,0,28,140.82,0.6,3.2,4.33,3.52,1,0.81,0,0.8110599078341014,0.8344692384496273,4. Critico
0,1,1,0,1,6,0,24,99.48,2.1,3.0,1.16,1.36,0,-0.20000000000000018,0,1.1623931623931625,0.0016545486705915697,1. Baixo
0,1,1,0,0,1,0,26,173.55,0.7,2.6,1.08,1.13,0,-0.04999999999999982,0,1.0366972477064218,0.16460508746024413,1. Baixo
0,1,0,0,1,1,1,28,76.8,0.6,7.8,0.63,0.0,1,0.63,1,0.0,0.9158524438749227,4. Critico
1,1,0,0,1,6,1,25,175.27,6.0,2.3,0.3,0.0,0,0.3,0,0.0,0.47758833362773956,3. Alto
0,1,0,0,1,6,1,30,115.52,1.9,4.5,1.89,2.31,0,-0.42000000000000015,0,1.2157894736842105,0.002468846479130786,1. Baixo
0,1,1,0,1,1,1,32,97.41,0.3,2.0,0.32,0.0,1,0.32,0,0.0,0.9689166889564413,4. Critico
1,1,0,0,1,12,1,27,261.35,2.4,5.1,1.21,1.08,0,0.1299999999999999,0,0.8852459016393444,0.029969561292816232,1. Baixo
1,1,0,1,0,12,0,28,336.42,5.6,5.1,2.7,3.01,0,-0.3099999999999996,0,1.11070110701107,0.00016545784224841363,1. Baixo
0,1,1,0,1,6,0,31,144.59,5.0,4.1,2.12,2.07,0,0.050000000000000266,0,0.9718309859154929,0.03477180817904839,1. Baixo
0,1,1,0,0,6,1,27,103.6,1.3,2.1,1.28,1.56,0,-0.28,0,1.2093023255813953,0.006561674310797995,1. Baixo
1,1,1,1,1,1,0,27,105.22,1.0,4.9,1.99,1.16,1,0.8300000000000001,0,0.58,0.9094958666727494,4. Critico
1,1,1,1,0,12,1,33,104.6,0.2,5.7,2.74,2.33,0,0.41000000000000014,0,0.8472727272727273,0.04694714680262729,1. Baixo
1,1,0,1,1,1,1,32,14.25,0.8,0.5,1.14,1.55,0,-0.41000000000000014,0,1.347826086956522,0.03146805191474843,1. Baixo
0,1,0,0,1,12,0,31,185.91,8.3,7.7,3.05,0.18,0,2.8699999999999997,1,0.05882352941176471,0.0,1. Baixo
0,1,1,1,1,6,1,32,158.23,5.4,2.2,1.58,2.08,0,-0.5,0,1.3081761006289307,0.0014226158219168732,1. Baixo
0,1,0,0,1,1,1,23,136.08,0.5,3.0,3.16,3.39,0,-0.22999999999999998,0,1.0694006309148265,0.010648109988293207,1. Baixo
1,0,0,0,1,1,1,34,215.57,0.7,0.2,1.68,1.6,1,0.07999999999999985,0,0.9467455621301776,0.5901941429454937,3. Alto
0,1,1,1,1,6,1,30,61.65,0.3,7.4,0.8,1.04,0,-0.24,0,1.2839506172839505,0.0238918454386763,1. Baixo
0,1,0,0,1,6,0,33,26.46,2.4,6.3,1.19,0.37,0,0.82,1,0.30833333333333335,0.03407029934690113,1. Baixo
0,1,1,1,1,1,1,30,101.92,0.8,0.7,1.53,1.22,0,0.31000000000000005,0,0.7922077922077921,0.2562149888865949,2. Medio
1,1,1,1,1,6,0,29,194.34,0.7,2.1,6.5,6.5,0,0.0,0,0.9984639016897082,0.03910907375935542,1. Baixo
1,1,1,0,1,12,0,28,142.7,9.4,6.9,1.14,0.34,0,0.7999999999999998,1,0.29565217391304355,0.014032259883102869,1. Baixo
0,0,0,0,1,1,0,30,119.14,0.3,0.1,5.68,5.12,1,0.5599999999999996,0,0.8998242530755712,0.7593115047282872,4. Critico
1,1,0,1,1,1,1,28,344.51,0.4,6.9,3.23,1.96,1,1.27,0,0.6049382716049383,0.8439103845879226,4. Critico
0,1,1,0,1,1,1,32,277.83,0.6,2.8,3.02,2.22,1,0.7999999999999998,0,0.7326732673267328,0.8202084090792203,4. Critico
0,1,1,0,1,6,0,24,206.57,0.5,2.9,2.44,2.37,0,0.06999999999999984,0,0.9673469387755104,0.05980848377596159,1. Baixo
1,0,0,0,1,1,1,27,114.71,0.6,7.2,5.67,0.2,0,5.47,1,0.035211267605633804,0.020293212010045546,1. Baixo
1,1,0,1,1,12,1,36,530.46,11.0,6.7,1.25,0.33,0,0.9199999999999999,1,0.2619047619047619,0.026748523012640173,1. Baixo
0,1,1,1,1,1,1,27,65.36,0.1,7.9,3.17,0.05,0,3.12,1,0.015723270440251576,0.017199991671062495,1. Baixo
0,0,0,0,1,6,0,28,243.27,1.5,3.6,0.88,1.16,0,-0.2799999999999999,0,1.3033707865168538,0.004722365501903026,1. Baixo
1,0,0,1,1,1,0,26,253.68,0.0,1.6,0.96,0.0,1,0.96,0,0.0,0.9780202181472315,4. Critico
1,1,0,1,1,1,0,30,97.5,0.5,0.8,2.57,2.96,0,-0.3900000000000001,0,1.1472868217054266,0.005178968956898407,1. Baixo
0,1,0,0,1,6,1,27,285.8,4.4,2.1,3.07,3.06,0,0.009999999999999787,0,0.9935064935064937,0.09534379445505038,1. Baixo
1,1,0,0,1,1,0,29,61.77,0.9,2.2,2.13,1.41,1,0.72,0,0.6588785046728972,0.839117181171201,4. Critico
0,1,0,0,1,1,0,32,169.51,0.4,1.3,0.27,0.0,1,0.27,0,0.0,0.9094495675134775,4. Critico
0,1,1,1,0,12,1,27,235.34,1.8,5.2,1.12,1.29,0,-0.16999999999999993,0,1.1415929203539823,0.006274486895502018,1. Baixo
1,1,0,0,1,12,0,32,164.66,0.3,8.4,0.8,0.95,0,-0.1499999999999999,0,1.1728395061728394,0.029191670323120575,1. Baixo
0,1,0,0,1,12,1,32,46.57,3.9,8.6,1.77,0.36,0,1.4100000000000001,1,0.20224719101123595,0.0025863512033017437,1. Baixo
0,1,0,0,1,1,1,33,232.56,0.5,3.3,0.79,1.06,0,-0.27,0,1.325,0.04202399660595715,1. Baixo
1,1,1,0,1,6,0,30,278.03,5.4,9.1,1.29,0.17,0,1.12,1,0.13076923076923078,0.0033808630852238987,1. Baixo
0,1,0,0,1,12,0,40,150.43,2.6,6.5,1.27,0.84,0,0.43000000000000005,0,0.65625,0.06857512071651198,1. Baixo
0,1,0,0,1,1,0,33,36.87,0.8,1.3,3.56,3.17,0,0.3900000000000001,0,0.8879551820728292,0.3579550109045625,2. Medio
0,1,1,0,1,1,1,30,144.98,0.5,1.4,1.05,0.74,0,0.31000000000000005,0,0.6981132075471698,0.3560540827644107,2. Medio
1,1,1,1,1,12,0,26,91.9,10.4,5.6,5.87,5.88,0,-0.009999999999999787,0,1.0,0.0054010989010989,1. Baixo
0,1,1,1,1,1,0,29,140.0,0.9,1.8,1.17,1.11,0,0.05999999999999983,0,0.9406779661016951,0.13833222746425652,1. Baixo
1,1,0,1,1,6,0,34,204.06,5.1,2.7,2.33,2.44,0,-0.10999999999999988,0,1.0427350427350428,0.008443605409592719,1. Baixo
0,0,0,0,1,12,0,35,58.24,4.8,4.7,2.21,2.87,0,-0.6600000000000001,0,1.292792792792793,0.005381056538019552,1. Baixo
0,1,0,0,1,6,1,34,311.41,2.1,8.1,2.02,0.16,0,1.86,1,0.0788177339901478,0.014934117782961685,1. Baixo
1,0,1,1,1,1,0,32,111.38,0.2,0.6,2.89,3.08,0,-0.18999999999999995,0,1.0620689655172415,0.00919472689048005,1. Baixo
1,1,0,0,1,1,1,25,152.28,0.2,0.1,1.55,0.34,1,1.21,0,0.21794871794871795,0.9845456510880001,4. Critico
0,1,0,0,1,1,1,31,98.68,0.6,0.6,0.99,0.0,1,0.99,0,0.0,0.9949712413615167,4. Critico
1,1,0,0,1,1,1,25,204.02,1.0,1.8,2.59,2.84,0,-0.25,0,1.0923076923076924,0.01673605436969743,1. Baixo
0,1,1,0,1,6,1,24,311.32,3.6,3.1,1.0,0.98,0,0.020000000000000018,0,0.9702970297029703,0.020760021255144857,1. Baixo
0,1,0,0,1,12,0,30,79.9,4.9,5.9,1.51,1.89,0,-0.3799999999999999,0,1.2434210526315788,0.0002761490448269344,1. Baixo
0,1,0,1,1,1,0,31,188.01,0.2,0.2,2.89,2.3,1,0.5900000000000003,0,0.793103448275862,0.834964345650512,4. Critico
1,1,1,1,1,1,0,32,87.6,0.7,1.4,1.44,1.1,1,0.33999999999999986,0,0.7586206896551725,0.588500309715505,3. Alto
1,1,1,1,1,12,0,31,201.12,2.5,6.5,2.49,2.51,0,-0.019999999999999574,0,1.004,0.0003190223541437189,1. Baixo
1,1,1,1,1,1,1,31,137.89,0.1,2.3,1.95,2.22,0,-0.27000000000000024,0,1.1326530612244898,0.008794597924759177,1. Baixo
0,1,1,1,1,1,0,26,227.43,0.1,3.0,1.04,0.95,0,0.09000000000000008,0,0.9047619047619047,0.2694720940530976,2. Medio
0,1,0,0,0,1,0,29,160.13,0.9,1.4,1.48,0.0,1,1.48,0,0.0,0.987520421102047,4. Critico
0,1,1,0,1,6,1,24,413.3,2.3,4.4,0.97,0.79,0,0.17999999999999994,0,0.8061224489795918,0.11391455983862361,1. Baixo
1,1,0,1,1,1,1,23,99.23,0.9,6.0,3.51,3.75,0,-0.2400000000000002,0,1.0653409090909092,0.016609068190631734,1. Baixo
1,1,1,0,1,6,1,32,54.36,3.0,5.9,1.54,1.75,0,-0.20999999999999996,0,1.129032258064516,0.0010983225450164806,1. Baixo
